r,g,b,RGB,Spanish,EN_ES,Russian,EN_RU,German,EN_DE,French,EN_FR,Chinese,EN_ZH,Italian,EN_IT,Korean,EN_KO,Japanese,EN_JA,name,short_name,med_name,cx,cy
231,10,186,23110186,rosa,Rose,яркая слива,Bright Plum,pink,Pink,rose,Pink,粉红色,Pink,rosa,Pink,핑크색,Pink,ぴんく,Pink,Flourescent Magenta,Pink,Electric Pink,451.0272002,153.1750034
23,111,230,23111230,azul,Blue,Синий,Blue,blau,Blue,bleu,Blue,藍色,Blue,azzurro,Blue,청색,Blue,青空色,Blue sky color,Bright Royal Blue,Blue,Bright Cobalt,160.364565,160.5804596
23,115,163,23115163,azul claro,Blue,синий,Blue,blau,Blue,bleu,Blue,蓝色,Blue,blu,Blue,파랑색,Blue,アカプルコ・ブルー,Acapulco Blue,Expedition Blue,Blue,Atlantic Wave,202.4486385,232.0321345
231,189,18,23118918,amarillo,Yellow,жёлтый,Yellow,eigelb,Yolk,jaune foncé,Dark Yellow,黄花,Yellow Flower,giallo,Dark Yellow,노랑색,Yellow,黄色,Yellow,Mango Pulp Yellow,Gold,Golden Yellow,447.4466944,426.3416755
231,201,20,23120120,amarillo,Yellow,желтый,Yellow,gelb,Yellow,jaune,Yellow,黄色,Yellow,giallo,Yellow,노란색,Yellow,黄色,Yellow,Mustardy Green,Orange,Mellow Yellow,439.9345555,446.5004495
231,208,77,23120877,amarillo,Yellow,жёлтый,Yellow,gelbbraun,Tawny,jaune,Yellow,淡黃色,Pale Yellow,Giallo paglierino,Pale Yellow,연노랑,Yellowish,黄色,Yellow,Light Mustard Yellow,Gold,Light Yellow,449.285828,435.1163414
231,237,89,23123789,amarillo,Yellow,желтый,Yellow,lindgrün,Lime Green,lumière jaune,Light Yellow,黄色,Yellow,ocra,Ocher,노랑,Yellow,薄黄,Pale yellow,Dirty Highlighter Yellow,Gold,Canary Yellow,406.0562423,479.0458172
23,124,238,23124238,Azul,Blue,синий,Blue,blau,Blue,bleu,Blue,蓝色,Blue,azzuro Celestiale,Blue,푸른,Blue,ロイヤルブルー,Royal Blue,Heaven Kissed Blue,Blue,Dark Sky Blue,142.6702706,160.7714111
231,251,66,23125166,amarillo,Yellow,желтый,Yellow,hell gelb,Bright Yellow,jaune beige,Yellow Beige,黄色,Yellow,giallo,Yellow,밝은노랑색,Bright yellow,黄色い,Yellow,Sunflower Yellow,Yellow,Bright Yellow,422.7938314,495.9569668
23,135,172,23135172,azul capri,Capri Blue,синий,Blue,türkisblau,Turquoise Blue,bleu,Blue,湖蓝色,Lake Blue,blu,Blue,파랑,Blue,青,Blue,Light Sky Blue,Blue,Pacific Blue,191.9772009,238.3102975
23,160,209,23160209,azul,Blue,Синий,Blue,hellblau,Light Blue,BLEU,Blue,蓝色,Blue,azzurro,Blue,파랑색,Blue,青,Blue,Bluebonnet Blue,Blue,Cerulean Blue,159.63501,227.6440134
23,169,231,23169231,TURQUEZA,Turquoise,голубой,Blue,hellblau,Light Blue,bleu,Blue,淡藍色,Light Blue,blu chiaro,Blue,청색,Blue,スカイブルー,Sky blue,Azure Sky Blue,Blue,Brandeis Blue,126.7161971,211.3420908
231,71,145,23171145,rosado fuerte,Hot Pink,матовый розовый,Matte Pink,pink,Pink,rose,Pink,粉红色,Pink,rosa,Pink,분홍,Pink,桃色,Pink,Bubblegum Pink,Pink,Bright Pink,486.7790927,212.3672398
23,176,120,23176120,verde,Green,Зелёная весна,Green Spring,mittelgrün,Medium Green,vert Poireau,Green Leek,綠,Green,verde,Green,녹색,Green,ライトシーグリーン,Light Sea Green,Indian Turqouise,Green,Teal Green,196.6921929,332.4251173
23,189,234,23189234,celeste,Celestial,светло-голубой,Light Blue,Hellblau,Light Blue,bleue héraldique,Blue Heraldic,藍色,Blue,azzurrino,Blue,파랑,Blue,水色,Light blue,Swimming Pool Blue,Blue,Light Blue,122.0260007,237.6648973
23,196,208,23196208,color celeste,Light Blue,ярко-синий,Bright Blue,hellblau,Light Blue,bleu princesse,Blue Princess,蓝,Blue,azzurro,Blue,파랑,Blue,水色,Light blue,Medium Turquoise,Teal,Light Aqua,140.7946969,260.9944131
232,137,58,23213758,calabaza ancianos,Old Pumpkin,кирпичный,Brick,orange,Orange,orange,Orange,橙色,Orange,h,Orange,주황색,Orange,パステルダイダイ色,Pastel orange color,Barncat Orange,Brown,Punchy Peach,485.4592069,369.335726
232,185,18,23218518,amarillo,Yellow,жёлто-горчичный,Yellow Mustard,gold,Gold,jaune moutarde,Yellow Mustard,黄金,Gold,giallo ocra,Yellow,노란색,Yellow,黄色,Yellow,Bright Mustard,Orange,Yellow Orange,460.9898856,422.2062561
232,186,89,23218689,Naranja limon,Orange Lemon,яркий персик,Bright Peach,ocker,Ocher,ocre jaune,Yellow Ocher,琥珀色,Amber,ocra chiaro,Yellowish Brown,주황,Orange,黄色,Yellow,Medium Eggshell,Tan,Camel Yellow,454.8352159,396.5978545
232,214,60,23221460,amarillo,Yellow,Спелый лимон,Ripe Lemon,leuchtend gelb,Bright Yellow,jaune claire,Light Yellow,金色,Gold,gialo,Buttercup-Yellow,노란색,Yellow,カスタード,Custard,Mustard Yellow,Tan,Banana Yellow,426.4504665,446.2806039
232,234,13,23223413,amarillo,Yellow,Жёлтый,Yellow,Gelb,Yellow,jaune,Yellow,黄色,Yellow,giallo,Yellow,노랑,Yellow,シャトルーズ・イエロー,Yellow Shatoruzu,Bright Sun Yellow,Banana,Banana Yellow,412.2914661,461.0935506
23,225,160,23225160,turquesa chillon,Turquoise Chillon,светло-зеленый,Light Green,türkis,Turquoise,feu vert,Green Light,绿色,Green,verde chiaro,Light Green,밝은 녹색,Bright green,緑,Green,Fantasy Sky Green,Teal,Seafoam Green,123.9340102,350.3193573
232,25,229,23225229,fucsia,Fuchsia,фуксия,Fuchsia,pink,Pink,fuchsia,Fuchsia,桃红色,Pink,fucsia,Fuchsia,보라색,Purple,カーネーションピンク,Pink Carnation,Pink Purple Pansy,Pink,Get Down Pink,417.7442246,140.1908635
23,231,180,23231180,verde azul,Blue Green,бирюзовый,Turquoise,türkis,Turquoise,vert amazone,Green Amazon,藍綠色,Blue-Green,acquamarina,Blue,녹색,Green,水色,Light blue,Medium Bright Green,Teal,Seafoam Green,114.967264,346.3857354
23,250,188,23250188,aguamarina,Aquamarine,бирюзовый,Turquoise,Helles Pastelltürkis,Bright Pastel Turquoise,bleu,Blue,薄荷綠,Mint Green,verde mare,Sea-Green,녹색,Green,みどり,Green,Bright Seafoam,Aqua,Sea Foam Green,89.1140504,378.3496227
232,51,150,23251150,Rosa,Rose,Розовый обыкновенный,Pink Ordinary,rosa,Pink,ROSE FONCE,Dark Pink,粉紅色,Pink,rosa intenso,Deep Pink,분홍색,Pink,ピンク,Pink,Magnetic Magenta,Pink,Light Magenta,470.1822471,192.4536299
23,255,172,23255172,verde aqua,Aqua Green,Зеленый,Green,türkis,Turquoise,vert,Green,青緑,Green,verde,Green,녹색,Green,カントン・グリーン,Canton Green,Bright Mint Green,Mint,Bright Green,89.9915204,398.3250781
232,55,205,23255205,fuccia,Fuxia,ярко-розовый,Hot Pink,pink,Pink,rose fushia clair,Fuchsia Pink Clear,荧光紫色,Fluorescent Purple,violet,Magenta,분홍,Pink,ピンク,Pink,Neon Pinkish Purple,Pink,Shocking Pink,436.2337651,145.4009217
232,62,210,23262210,FUCSIA,Fuchsia,светлая фуксия,Bright Fuchsia,pink,Pink,rose,Pink,品红,Magenta,rosa,Pink,분홍색,Pink,ピンク,Pink,Little Flower Pink,Pink,Shocking Pink,429.137683,142.0362881
232,80,230,23280230,Fucsia,Fuchsia,сиреневый,Lilac,pink,Pink,rose,Pink,粉紅色,Pink,viola,Violet,분홍색,Pink,ピンク,Pink,Tropical Purple,Pink,Shocking Pink,407.1536141,129.4459913
232,86,225,23286225,violeta,Violet,розовый,Pink,Pink,Pink,Rose,Pink,紫红,Purple,viola,Purple,보라색,Purple,明るい赤紫色,Bright red-purple,Flourescent Pink,Pink,Bright Purple,414.3828753,133.4380345
233,189,21,23318921,amarillo mostaza,Yellow Mustard,желтый,Yellow,gelb,Yellow,jaune Safran,Saffron Yellow,泥黄,Mud Yellow,ocra,Ocher,노란색,Yellow,黄色,Yellow,Golden Sun Yellow,Orange,Mellow Yellow,454.453774,422.1917184
233,22,255,23322255,fucsia vida,Fuchsia Life,Фиолетовый,Violet,pink,Pink,rose,Pink,粉红色,Pink,lilla,Lilac,분홍,Pink,ピンク,Pink,Pinkish Purple,Pink,Pinkish Purple,425.3465865,104.6227293
233,61,131,23361131,rosa,Rose,Розовый,Pink,dunkelrosa,Dark Pink,rose,Pink,粉色,Pink,fucsia,Dark Pink,분홍색,Pink,ピンク,Pink,Lip Stick Pink,Pink,Tickle Me Pink,482.3442698,226.0195629
233,87,156,23387156,rosado,Rose,Розовый,Pink Sause,rosa,Pink,rose,Pink,彭红色,Peng Red,rosa,Pink,분홍,Pink,ホットピンク,Hot Pink,Pink Bubblegum,Pink,Medium Pink,485.7761589,206.5030303
234,101,17,23410117,Naranja Pasion,Orange Passion,оранжевый,Orange,Orange,Orange,Carotte,Carrot,橙色,Orange,orange,Orange,주황색,Orange,オレンジ,Orange,Pumpkin Orange,Orange,Medium Orange,492.3914618,370.1395596
234,110,19,23411019,naranja,Orange,оранжевый,Orange,Orange,Orange,orange,Orange,橙色,Orange,arancione,Orange,주황색,Orange,橙色,Orange color,Halloween Orange,Orange,Medium Orange,490.8633875,376.1871407
234,112,61,23411261,anaranjado,Orange,оранжевый,Orange,orange,Orange,orange,Orange,橙色,Orange,arancione,Orange,주황,Orange,橙色,Orange color,Pumpkin Orange,Red,Salmon Brick,508.2223515,347.9425694
234,123,31,23412331,anaranjado,Orange,кадмий оранжевый,Cadmium Orange,orange,Orange,orange,Orange,橙,Orange,orange,Orange,주황,Orange,橙色,Orange color,Cantalope Orange,Peach,Sunset Orange,490.6451648,382.0780185
234,161,73,23416173,anaranjado,Orange,оранжевый,Orange,hellorange,Light Orange,marron trés clair oranger,Very Bright Orange-Brown,黄褐,Cinnamon,arancione,Orange,옅은 주황색,Pale orange,橙色,Orange color,Orange Cream Pop,Tan,Orange Sherbet,476.7876671,373.3118461
234,228,85,23422885,amarillo,Yellow,Жёлтый,Yellow,gelb,Yellow,jaune,Yellow,黃色,Yellow,giallo chiaro,Light Yellow,연노랑,Yellowish,パステル黄色,Pastel yellow,Dirty Lemon Yellow,Yellow,Butter Yellow,408.611449,455.3227277
234,34,116,23434116,color fucsia,Fuchsia,розовый,Pink,rosa,Pink,rose,Pink,深粉紅,Deep Pink,rosa,Pink,진분홍,Hot pink,ぴんく,Pink,Raspberry Pink,Pink,Fuschia Pink,486.7227363,221.7905722
234,53,237,23453237,rosado,Rose,Ярко-розовый,Bright Pink,helllila,Light Purple,rose violine,Pink Purple,粉红色,Pink,j,Purple,연보라색,Lilac,ピンク,Pink,Bright Lavender,Pink,Light Purple,399.2919948,120.1349495
234,68,143,23468143,rosa,Rose,розовый,Pink,rosa,Pink,ROSE,Rose,粉紅色,Pink,rosa,Pink,핑크,Pink,ホットピンク,Hot Pink,Rose Petal Pink,Pink,Princess Pink,493.7790702,196.2634096
235,108,70,23510870,naranja,Orange,темно-оранжевый,Dark Orange,Orange,Orange,orange,Orange,橙,Orange,arancio,Orange,주황색,Orange,サーモンオレンジ,Salmon Orange,Pumpkin Orange,Red,Pumkin Orenge,506.2347421,324.4211186
235,114,86,23511486,ROSA VIEJO,Old Rose,оранжевый,Orange,orange,Orange,rose saumon,Pink Salmon,橙,Orange,salmone scuro,Orange,복숭아색,Peach,サーモンピンク,Salmon pink,Not-Your-Skin Orange,Red,Rusty Orange,520.4567569,296.8771127
235,131,99,23513199,salmón crudo,Raw Salmon,оранжевый,Orange,rose,Rose,orange,Orange,桃红色,Pink,corallo,Coral,복숭아색,Peach,オレンジ,Orange,Dark Dusty Pink,Peach,Peachy Orange,507.8063247,341.6713407
235,189,48,23518948,amarillo mostaza,Yellow Mustard,желтый,Yellow,vanillegelb,Vanilla Yellow,orange,Orange,黄色,Yellow,giallo senape,Yellow Mustard,황색,Yellow,黄色,Yellow,Marigold Yellow,Gold,Golden Yellow,454.6388538,415.9491582
235,42,112,23542112,rosa,Rose,темно-розовый,Dark Pink,rosa,Pink,rose,Pink,粉色,Pink,rosa,Pink,분홍색,Pink,センシュアルピンク,Sensual Pink,Peppermint Pink,Pink,Deap Salmon,488.0458677,231.1710483
235,43,211,23543211,rosa mexicano,Hot Pink,темно-розовый,Dark Pink,magenta,Magenta,rose bonbon,Pink,粉色,Pink,rosa,Pink,분홍색,Pink,桃色,Pink,Pinkish Purple,Pink,Purple Violet,431.1988044,136.4566475
235,54,197,23554197,rosado,Rose,розовый,Pink,rosa,Pink,fushcia,Fushcia,粉红色,Pink,rosa,Pink,분홍색,Pink,桃色,Pink,Bubblegum Pink,Pink,Bright Pink,450.2307671,147.1750672
235,79,177,23579177,rosa,Rose,розовый,Pink,rosa,Pink,rose,Pink,紫色,Purple,magenta,Pink,분홍색,Pink,ピンク紫,Purple pink,Light Hot Pink,Pink,Bright Pink,462.1532787,175.6329377
236,10,130,23610130,rosado chillon,Pink Chillon,розовый,Pink,signalviolett,Signal-Violet,rose,Pink,粉紅色,Pink,rosa,Pink,핫핑크,Hot pink,濃いピンク,Dark pink,Summer Time Fuscia,Red,Electric Pink,477.1180739,191.3320593
236,138,42,23613842,naranja oscuro,Dark Orange,теракотовый,Terracotta,orange,Orange,orange,Orange,橘色,Orange,orange,Orange,주황색,Orange,オレンジ,Orange,Pumpkin Orange,Orange,Bright Orange,483.0678372,374.6344469
236,178,83,23617883,naranja claro,Light Orange,кофе с молоком,White Coffee,beige,Beige,marron fauve,Tawny Brown,黄土色,Ocher,orange,Orange,부드러운 오렌지 색상,Soft orange color,オレンジ,Orange,Orange Yellow Gold,Peach,Orange-Yellow,468.788275,394.7178759
236,208,37,23620837,amarillo,Yellow,желтый,Yellow,gelb,Yellow,moutarde,Mustard,黃色,Yellow,giallo,Yellow,노랑색,Yellow,黄色,Yellow,Spiced Mustard,Gold,Lemon Yellow,451.3760221,449.5292954
236,245,11,23624511,Amarillo Chillón,Yellow Screamer,желтый,Yellow,gelb,Yellow,jaune flash presque fluo,Almost Fluorescent Yellow Flash,黄色,Yellow,giallo,Yellow,노랑,Yellow,黄色,Yellow,Light Lemon Yellow,Yellow,Bright Yellow,409.3628475,485.3646829
236,51,117,23651117,rosa,Rose,розовый,Pink,altrosa,Dusky Pink,rose,Pink,粉红色,Pink,rosa,Pink,분홍,Pink,ピンク,Pink,Medium Fuschia,Pink,Lollipop Pink,499.0337822,212.1133857
236,51,208,23651208,rosa mexicano,Hot Pink,розовый,Pink,pink,Pink,rose,Pink,粉红色,Pink,rosa,Pink,핑크,Pink,ショッキングピンク,Shocking pink,Dark Neon Purple,Pink,Bright Pink,442.4985589,140.6514918
236,58,183,23658183,magenta oscuro,Dark Magenta,розовый,Pink,Pink,Pink,rose,Pink,粉色,Pink,rosa,Pink,진달래,Azalea,ピンク,Pink,Pinky Pinky Pink,Pink,Shocking Pink,453.5090748,159.0695659
237,14,231,23714231,rosa,Rose,ярко-розовый,Hot Pink,Rosa,Pink,rose éclatant,Bright Pink,粉紅色,Pink,viola,Purple,핑크,Pink,ショッキングピンク,Shocking pink,Bright Violet  Purple,Pink,Neon Fuchsia,404.3036029,123.5165776
237,183,72,23718372,naranja,Orange,оранжевый,Orange,ocker,Ocher,jaune,Yellow,橙,Orange,giallo,Cinnamon,주황,Orange,黄,Yellow,Mustard Yellow,Gold,Butterscotch,449.2359809,401.8161713
237,194,68,23719468,anaranjado,Orange,неаполитанская желтая,Neapolitan Yellow,mattgelb,Dull Yellow,jaune,Yellow,黄色,Yellow,patata,Light Cyan,베이지,Beige,からし色,Mustard color,Soft Muted Yellow,Orange,Yellow Mustard,467.6564514,411.1541219
237,20,197,23720197,rosa mexicano,Hot Pink,розовый,Pink,pink,Pink,rose bonbon,Pink,粉紅色,Pink,rosa,Pink,분홍색,Pink,紫,Purple,Hanky Panky Pink,Pink,Flaming Pink,443.378843,146.6069314
237,206,55,23720655,amarillo,Yellow,желтый,Yellow,gelb,Yellow,jaune,Yellow,黃色,Yellow,giallo pallido,Pale Yellow,노랑,Yellow,黄色,Yellow,Soft Goldenrod,Yellow,Banana Yellow,447.098198,443.8094978
237,208,81,23720881,Amarillo platano,Yellow Banana,кремовый,Cream,ocker,Ocher,beige soutenu,Beige Supported,黄色,Yellow,gialo,Buttercup-Yellow,살구색,Apricot,クローム・イエロー,Chrome yellow,Sunflower Yellow,Yellow,Mustard Yellow,452.2622298,441.6376612
237,249,67,23724967,amarillo,Yellow,желтый,Yellow,gelb,Yellow,JAUNE,Yellow,檸檬黃,Lemon Yellow,giallo,Yellow,노랑,Yellow,パステル黄色,Pastel yellow,Parakeet Yellow,Yellow,Bright Yellow,403.2275276,485.2345512
237,250,98,23725098,Amarillo,Yellow,светло-желтый,Light Yellow,gelb,Yellow,jaune claire,Light Yellow,黃色,Yellow,giallo pallido,Pale Yellow,노랑,Yellow,黄色,Yellow,Sunshine Yellow,Lemon,Yellow Mellow,421.0206013,490.2122701
237,60,176,23760176,FUCSIA,Fuchsia,сиреневый,Lilac,pink,Pink,rose bonbon,Pink,粉紅色,Pink,fucsia,Fuchsia,분홍색,Pink,桃色,Pink,Bright Carnation Pink,Pink,Pop Pf Pink,465.191412,164.972099
237,82,176,23782176,rosado,Rose,розовый,Pink,pink,Pink,rose,Pink,粉紅色,Pink,malva chiaro,Pink,분홍,Pink,なでしこいろ,Pink color,Wild Strawberry,Pink,Bright Pink,468.334611,176.5687673
237,83,147,23783147,rosado,Rose,розовый,Pink,pink,Pink,rose,Pink,桃紅色,Pink,rosa,Pink,핑크,Pink,ピンク,Pink,Light Magenta Pink,Pink,Medium Pink,490.1478699,202.393757
237,84,150,23784150,Rosado oscuro,Dark Pink,розовый,Pink,rosa,Pink,rose pali,Pink Pali,粉红色,Pink,rosa,Pink,분홍색,Pink,桃色,Pink,Grapefruit Ruby Pink,Pink,Medium Pink,488.6743818,193.5069751
237,99,252,23799252,rosa mexicano,Hot Pink,розовый,Pink,pink,Pink,rose,Pink,品紅,Magenta,rosa,Pink,분홍색,Pink,かなり薄いピンク,Pretty pale pink,Bright Pink Purple,Pink,Lavender Love,416.3619128,99.92641755
238,133,73,23813373,NARANJA,Orange,Оранжевый,Orange,helle Lachsfarbe,Bright Salmon Color,orange foncé,Dark Orange,橙色,Orange,arancio salmone,Orange Salmon,주황색,Orange,橙色,Orange color,Pale Cantelope,Peach,Orange Sherbet,496.9095334,380.8575307
238,181,74,23818174,crema oscuro,Dark Cream,песочный,Sand,Orange,Orange,goldenrod,Goldenrod,橙色,Orange,gold,Gold,옅은 주황색,Pale orange,オレンジ,Orange,Yellow Orange Sun,Tan,Faded Orange,464.7916362,400.8583654
238,188,98,23818898,naranja,Orange,светло-коричневый,Light-Brown,maisgelb,Cornyellow,beige,Beige,橘色,Orange,marrone chiaro,Light Brown,주황,Orange,暗めの肌色,Darker skin color,Dull Yellow-Orange,Tan,Sunset Orange,461.3955502,395.8747062
238,26,104,23826104,rosa,Rose,розовый,Pink,pink,Pink,fushia rose,Fuchsia Pink,粉紅色,Pink,rosa,Pink,연분홍,Pink,ピンク,Pink,Florescent Pink,Red,Fuschia Pink,494.0151856,208.2030334
238,33,244,23833244,rosa,Rose,фиолетовый,Violet,Pink,Pink,rose,Pink,倒挂金钟,Fuchsia,fucsia,Fuchsia,보라색,Purple,濃いピンク,Dark pink,Happy Days Purple,Pink,Bright Purple,414.3977979,109.694171
238,34,176,23834176,rojo,Red,розовый,Pink,pink,Pink,rose,Pink,浅桃红色,Pale Pink,rosa,Pink,진한분홍색,Dark pink,ピンク色,Pink,Fluorescent Purple,Pink,Bright Magenta,460.127172,158.950783
238,43,231,23843231,fucsia,Fuchsia,розовый,Pink,Stark lila,Strong Purple,mauve éclatant,Bright Purple,桃红色,Pink,fucisa,Purple,보라색,Purple,ピンク,Pink,Bright Dark Pink,Pink,Hot Lips Pink,424.6721036,126.0700173
238,80,171,23880171,Fucsia,Fuchsia,розовый,Pink,pink,Pink,rose,Pink,粉红色,Pink,fucsia,Pink,분홍색,Pink,桃色,Pink,Cuttle Me Pink,Pink,Bright Pink,473.4394772,180.7135602
238,90,175,23890175,rosa,Rose,розовый,Pink,mattes pink,Faint Pink,rose,Pink,粉红色,Pink,rosa,Cyan,분홍색,Pink,深桃色,Deep pink,Screaming Pink,Pink,Pretty Pink,478.067103,185.3141789
239,110,49,23911049,naranja,Orange,оранжевый,Orange,braunorange,Orange-Brown,ORANGE,Orange France,橙色,Orange,arancione,Orange,주황색,Orange,みかん色,Mandarin orange color.,Halloween Orange,Orange,Muted Pumpkin,505.665094,354.0571021
239,115,63,23911563,naranja,Orange,Оранжевый,Orange,orange,Orange,orange,Orange,橙,Orange,Rosso aragosta,Red Lobster,주황,Orange,もみじ,Maple,Sherbert Orange,Red,Salmon Brick,514.5799542,349.1821508
239,117,10,23911710,anaranjado,Orange,Бронзовый,Bronze,orangegelb,Orange-Yellow,ORANGE,Orange France,橙色,Orange,arancione,Orange,주황,Orange,オレンジ色,Orange,Pumpkin Orange,Orange,Medium Orange,499.3011909,387.9412857
239,118,51,23911851,naranja,Orange,оранжевый,Orange,Orange,Orange,orange,Orange,橙,Orange,arancio,Orange,주황,Orange,橙色,Orange color,Cinnamon Umber,Orange,Light Orange,501.2606591,376.7330903
239,142,11,23914211,naranja,Orange,оранжевый,Orange,Orange,Orange,orange,Orange,橙,Orange,arancione,Orange,주황색,Orange,橙色,Orange color,Pumpkin Orange,Gold,Yellow Orange,472.9880835,389.9107265
239,16,198,23916198,rosa mexicano,Hot Pink,розовый,Pink,Südeuropäisches Rosarot,Southern European Rosy,rose,Pink,粉紅色,Pink,Fucsia,Pink,핑크,Pink,紫,Purple,Vibrant Pink Petunia,Pink,Light Fuschia,452.84198,135.7365014
239,162,93,23916293,melocoton,Peach,светло коричневый,Light Brown,orange,Orange,saumon,Salmon,棕色,Brown,Rosa arancio,Pink Orange,살구,Apricots,ベージュ,Beige,Pumpkin Pie Orange,Tan,Mellow Orange,481.9488449,380.0984797
239,205,84,23920584,amarillo calro,This Is Understandable Yellow,песочный,Sand,sand,Sand,jaune,Yellow,金色,Gold,giallo,Yellow,노랑,Yellow,黄色,Yellow,Sunshine Yello,Yellow,Sunglow Yellow,452.7443215,428.6386877
239,224,52,23922452,amarillo,Yellow,светло-желтый,Light Yellow,gelb,Yellow,jaune crême,Yellow Cream,黃色,Yellow,giallo scuro,Dark Yellow,연노랑색,Light yellow,レモン色,Lemon yellow,Liquid Sunshine,Yellow,Bright Yellow,431.9367199,450.9038583
239,76,159,23976159,Rosado,Rose,темно-розовый,Dark Pink,rosa,Pink,rose,Pink,粉红色,Pink,rosa shocking,Pink,핑크,Pink,ピンク,Pink,Fluorescent Pink,Pink,Princess Pink,483.4717265,190.1859416
239,80,169,23980169,rosa,Rose,малиновый,Crimson,rosa,Pink,PINK,Pink,粉红色,Pink,rosa,Pink,분홍색,Pink,桃色,Pink,Cuttle Me Pink,Pink,Flamingo Pink,479.6976286,176.8098536
240,11,172,24011172,color fucsia,Fuchsia,рубиновый,Ruby,pink,Pink,rose,Pink,粉紅色,Pink,rosa ciclamino alternativo,Pink Cyclamen Alternative,분홍,Pink,桃色,Pink,Bright Hot Pink,Pink,Electric Pink,463.3861405,150.40639
240,136,76,24013676,anaranjado fruta,Orange Fruit,оранжевый,Orange,Orange-Rot,Orange-Red,orange,Orange,橘色,Orange,arancione,Orange,주황색,Orange,オレンジ,Orange,Light  Burnt Orange,Peach,Orange Sherbet,503.5736412,383.1307544
240,160,28,24016028,naranja,Orange,Радужно-оранжевый,Peachy-Orange,orange,Orange,ornage clair,Ornage Clear,橙,Orange,arancio,Orange,주황색,Orange,橙色,Orange color,Halloween Orange,Orange,Autumn Squash,473.2800048,399.3548091
240,219,53,24021953,amarillo,Yellow,желтый,Yellow,gelb,Yellow,jaune foin,Yellow Hay,黃色,Yellow,giallo,Yellow,노랑,Yellow,黄色,Yellow,Sunny Yellow Gold,Lemon,Mellow Yellow,433.7720698,458.4551838
240,219,71,24021971,amarillo,Yellow,золотой,Gold,gelb,Yellow,jaune claire,Light Yellow,中黄,In Yellow,giallo,Yellow,노랑색,Yellow,ゴールド,Gold,Dull Mustard Yellow,Lemon,Yellow Mustard,437.8319615,453.731773
240,53,199,24053199,morado,Purple,ярко-розовый,Hot Pink,leuchtend rosa,Bright Pink,rose bonbon,Pink,粉红色的父,Pink Parent,fucsia,Fuchsia,분홍,Pink,ピンク,Pink,Bright Geranium Pink,Pink,Light Magenta,450.1910612,141.2553835
24,112,255,24112255,azul,Blue,синий,Blue,Blau,Blue,bleu ciel,Blue Sky,藍色,Blue,blu,Blue,파랑색,Blue,あおい,[Blue],Caribbean Blue,Blue,Sapphire Blue,132.1843792,142.4092348
24,116,101,24116101,verde oscuro,Dark Green,зеленый,Green,dunkelgrün,Dark Green,vert,Green,灰蓝色,Gray And Blue,blu,Green,초록색,Green,シーグリーン,Sea green,Dark Sea Green,Teal,Forest Green,242.6306456,289.1404203
241,175,20,24117520,anaranja,Orange Colored,желтый,Yellow,gelborange,Yellow-Orange,orange,Orange,萬壽菊黃色,Marigold Yellow,arancione,Yellow,진한 노랑색,Dark yellow,黄色,Yellow,Fall Color Yellow,Gold,Orange Yellow,469.8802395,404.9781991
241,18,251,24118251,fushia,Fushia,ядовито-розовый,Poisonous Pink,neonpink,Neon Pink,magenta,Magenta,紫色,Purple,viola,Pink,핑크색,Pink,紫,Purple,Pretty In Pink,Rose,Bright Purple,427.142669,114.1313743
241,222,17,24122217,amarillo,Yellow,желтый,Yellow,gelb,Yellow,Jaune d'or,Yellow Gold,黄色,Yellow,gialo,Buttercup-Yellow,황색,Yellow,黄,Yellow,Medium Hot Yellow,Gold,Bright Yellow,426.9500246,457.86919
241,234,12,24123412,amarillo,Yellow,солнечный,Sunny,gelb,Yellow,jaune,Yellow,黃色,Yellow,giallo acceso,Bright Yellow,노랑,Yellow,黄,Yellow,Bright Sunshine Yellow,Yellow,Bright Yellow,417.8831248,466.0068928
24,130,201,24130201,color celeste,Light Blue,светло-синий,Light Blue,blau,Blue,bleu,Blue,湖蓝色,Lake Blue,blu,Blue,파란색,Blue,青,Blue,Autumn Blue Sky,Blue,Electric Blue,173.6336564,215.4714714
24,145,147,24145147,azul,Blue,Синий,Blue,blau,Blue,bleu touche grisate,Blue Button Grisate,藍綠色,Blue-Green,verde acqua,Water Green,청록색,Turquoise,あさぎ,Asagi,Light Navy Blue,Blue,Dark Turquoise,201.6437213,282.9957363
241,59,251,24159251,violeta neon,Neon Purple,розовый,Pink,pink,Pink,violet clair rose,Light Purple Pink,粉紅色,Pink,fucsia,Fuchsia,분홍,Pink,ピンク,Pink,Dark Pink Flamingo,Pink,Bright Purple,421.9720532,110.96911
24,185,254,24185254,azul brilante,Blue Brilante,голубой,Azure,hell blau,Light Blue,bleu ciel,Blue Sky,藍色,Blue,blu,Blue,하늘색,Sky blue,水色,Light blue,Bright Light Blue,Blue,Standout Blue,83.2502952,219.0099604
241,89,229,24189229,Magenta,Magenta,Фиолетовый,Violet,Rosa,Pink,rose,Pink,粉紅色,Pink,viola,Magenta,분홍,Pink,ピンク,Pink,Hot Light Pink,Pink,Lavender Pink,413.2746114,126.4088538
24,189,240,24189240,azul,Blue,голубой,Blue,türkis,Turquoise,BLEU CLAIR,Blue,蓝色,Blue,azzurro,Blue,파란색,Blue,水色,Light blue,Aquamarine Blue,Cyan,Aqua Sky Blue,116.7305473,225.4586154
